id,usefors,description,name,refId
"2260","","To show my understanding across different areas of learning, I can identify and consider the purpose and main ideas of a text and use supporting detail.","LIT 2-16a","tcm:4-520158"
"2261","","To help me develop an informed view, I can identify and explain the difference between fact and opinion, recognise when I am being influenced, and have assessed how useful and believable my sources are.","LIT 2-18a","tcm:4-520168"
"2262","","To show my understanding across different areas of learning, I can: identify and consider the purpose, main concerns or concepts and use supporting detail; make inferences from key statements; identify and discuss similarities and differences between different types of text.","LIT 3-16a","tcm:4-520163"
"2263","","To help me develop an informed view, I am exploring the techniques used to influence my opinion. I can recognise persuasion and assess the reliability of information and credibility and value of my sources.","LIT 3-18a","tcm:4-520169"
"2264","","To show my understanding across different areas of learning, I can: clearly state the purpose, main concerns, concepts or arguments and use supporting detail; make inferences from key statements and state these accurately in my own words; compare and contrast different types of text.","LIT 4-16a","tcm:4-520159"
"2265","","To help me develop an informed view, I can recognise persuasion and bias, identify some of the techniques used to influence my opinion, and assess the reliability of information and credibility and value of my sources.","LIT 4-18a","tcm:4-520172"
"2266","","","Writing","tcm:4-520047"
"2267","","","Creating texts","tcm:4-520059"
"2268","","I can describe and share my experiences and how they made me feel.","ENG 1-30a","tcm:4-520221"
"2269","","Having explored the elements writers use in different genres, I can use what I learn to create my own stories, poems and plays with interesting structures, characters and/or settings.","ENG 1-31a","tcm:4-520226"
"2270","","I am learning to use language and style in a way which engages and/or influences my reader.","ENG 2-27a","tcm:4-520213"
"2271","","As I write for different purposes and readers, I can describe and share my experiences, expressing what they made me think about and how they made me feel.","ENG 2-30a","tcm:4-520222"
"2272","","Having explored the elements which writers use in different genres, I can use what I learn to create stories, poems and plays with an interesting and appropriate structure, interesting characters and/or settings which come to life.","ENG 2-31a","tcm:4-520228"
"2273","","I can engage and/or influence readers through my use of language, style and tone as appropriate to genre.","ENG 3-27a","tcm:4-520208"
"2274","","I can recreate a convincing impression of a personal experience for my reader, sharing my feelings and reactions to the changing circumstances with some attempt at reflection.","ENG 3-30a","tcm:4-520223"
"2275","","Having explored the elements which writers use, I can create texts in different genres by: integrating the conventions of my chosen genre successfully and/or; using convincing and appropriate structures and/or; creating interesting and convincing characters and/or; building convincing settings which come to life.","ENG 3-31a","tcm:4-520229"
"2276","","I can engage and/or influence readers through my use of language, style and tone as appropriate to genre.","ENG 4-27a","tcm:4-520210"
"2277","","I can create a convincing impression of my personal experience and reflect on my response to the changing circumstances to engage my reader.","ENG 4-30a","tcm:4-520225"
"2278","","Having explored and experimented with the narrative structures which writers use to create texts in different genres, I can: use the conventions of my chosen genre successfully and/or; create an appropriate mood or atmosphere and/or; create convincing relationships, actions and dialogue for my characters.","ENG 4-31a","tcm:4-520230"
"2279","","I can convey information, describe events or processes, share my opinions or persuade my reader in different ways.","LIT 1-28a/LIT 1-29a","tcm:4-520211"
"2280","","I can convey information, describe events, explain processes or combine ideas in different ways.","LIT 2-28a","tcm:4-520231"
"2281","","I can persuade, argue, explore issues or express an opinion using relevant supporting detail and/or evidence.","LIT 2-29a","tcm:4-520214"
"2282","","I can convey information, describe events, explain processes or concepts, and combine ideas in different ways.","LIT 3-28a","tcm:4-520217"
"2283","","I can persuade, argue, evaluate, explore issues or express an opinion using a clear line of thought, relevant supporting detail and/or evidence.","LIT 3-29a","tcm:4-520218"
"2284","","I can convey information and describe events, explain processes or concepts, providing substantiating evidence, and synthesise ideas or opinions in different ways.","LIT 4-28a","tcm:4-520216"
"2285","","I can persuade, argue, evaluate, explore issues or express and justify opinions within a convincing line of thought, using relevant supporting detail and/or evidence.","LIT 4-29a","tcm:4-520220"
"2286","","","Enjoyment and choice","tcm:4-524292"
"2287","","I enjoy creating texts of my choice and I regularly select subject, purpose, format and resources to suit the needs of my audience.","LIT 1-20a","tcm:4-530043"
"2288","","I enjoy creating texts of my choice and I regularly select subject, purpose, format and resources to suit the needs of my audience.","LIT 2-20a","tcm:4-530045"
"2289","","I enjoy creating texts of my choice and I am developing my own style. I can regularly select subject, purpose, format and resources to suit the needs of my audience.","LIT 3-20a","tcm:4-530047"
"2290","","I enjoy creating texts of my choice and I am developing my own style. I can regularly select subject, purpose, format and resources to suit the needs of my audience.","LIT 4-20a","tcm:4-530049"
