course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
22573,SQA Awarding Body,SQA Awarding Body,C03812,,National Economics,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22572,SQA Awarding Body,SQA Awarding Body,C03712,,National Drama,6,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22571,SQA Awarding Body,SQA Awarding Body,C03612,,National Technological Studies,6,24,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22570,SQA Awarding Body,SQA Awarding Body,C03312,,National Graphic Communication,6,24,Languages &amp; Communication,Languages &amp; Communication,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22569,SQA Awarding Body,SQA Awarding Body,C03012,,National Fabrication and Welding Engineering,6,24,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22568,SQA Awarding Body,SQA Awarding Body,C02812,,National Mechatronics,6,24,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22567,SQA Awarding Body,SQA Awarding Body,C01F12,,National Care Practice,6,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22566,SQA Awarding Body,SQA Awarding Body,C01512,,National Classical Greek,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22565,SQA Awarding Body,SQA Awarding Body,C01412,,National Latin,6,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22564,SQA Awarding Body,SQA Awarding Body,C01312,,National Classical Studies,6,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22563,SQA Awarding Body,SQA Awarding Body,C01212,,National Chemistry,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22562,SQA Awarding Body,SQA Awarding Body,C00912,,National Human Biology,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22561,SQA Awarding Body,SQA Awarding Body,C00812,,National Biotechnology,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22560,SQA Awarding Body,SQA Awarding Body,C00712,,National Biology,6,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22559,SQA Awarding Body,SQA Awarding Body,G83N11,,Scottish Progression Award Rural Skills,5,36,Land Based Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22557,SQA Awarding Body,SQA Awarding Body,C27011,,National English,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2010,0000-00-00,0,0
22548,SQA Awarding Body,SQA Awarding Body,C25711,,National Mandarin (Traditional),5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
22547,SQA Awarding Body,SQA Awarding Body,C25611,,National Mandarin (Simplified),5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
22546,SQA Awarding Body,SQA Awarding Body,C25511,,Ungraded National Course Personal Development,5,24,Personal Development,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
22542,SQA Awarding Body,SQA Awarding Body,C24711,,National Cantonese,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2008,0000-00-00,0,0
22540,SQA Awarding Body,SQA Awarding Body,C24111,,National Care,5,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2007,0000-00-00,0,0
22538,SQA Awarding Body,SQA Awarding Body,C23411,,National Business Management,5,24,Management,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22537,SQA Awarding Body,SQA Awarding Body,C23311,,National Music: Performing with Technology,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22536,SQA Awarding Body,SQA Awarding Body,C23211,,National Gaelic (Learners),5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22535,SQA Awarding Body,SQA Awarding Body,C23111,,National Music: Performing,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22534,SQA Awarding Body,SQA Awarding Body,C22911,,National Gaidhlig,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22532,SQA Awarding Body,SQA Awarding Body,C22311,,National Art and Design,5,24,Creative Industries,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22531,SQA Awarding Body,SQA Awarding Body,C22211,,National English for Speakers of Other Languages,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2006,0000-00-00,0,0
22527,SQA Awarding Body,SQA Awarding Body,C21711,,National Travel and Tourism,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22526,SQA Awarding Body,SQA Awarding Body,C21611,,National Information Systems,5,24,Computing,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22525,SQA Awarding Body,SQA Awarding Body,C21411,,National Administration,5,24,Business and Administration,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2005,0000-00-00,0,0
22524,SQA Awarding Body,SQA Awarding Body,C21111,,National Product Design,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22523,SQA Awarding Body,SQA Awarding Body,C21011,,National Media Studies,5,24,Languages &amp; Communication,Creative Industries,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22522,SQA Awarding Body,SQA Awarding Body,C20911,,National Accounting,5,24,Finance,Business and Administration,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22520,SQA Awarding Body,SQA Awarding Body,C20611,,National Computing,5,24,Computing,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22519,SQA Awarding Body,SQA Awarding Body,C20511,,National Physical Education,5,24,Sport and Leisure,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22518,SQA Awarding Body,SQA Awarding Body,C20111,,National Hospitality: Practical Cookery,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22517,SQA Awarding Body,SQA Awarding Body,C11811,,National Home Economics: Health and Food Technology,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22516,SQA Awarding Body,SQA Awarding Body,C11711,,National Home Economics: Lifestyle and Consumer Technology,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2002,0000-00-00,0,0
22515,SQA Awarding Body,SQA Awarding Body,C11611,,National Home Economics: Fashion and Textile Technology,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2002,0000-00-00,0,0
22514,SQA Awarding Body,SQA Awarding Body,C10111,,"National Mathematics: Maths 1, 2 and Applications",5,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2001,0000-00-00,0,0
22513,SQA Awarding Body,SQA Awarding Body,C10011,,"National Mathematics: Maths 1, 2 and 3",5,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2001,0000-00-00,0,0
22512,SQA Awarding Body,SQA Awarding Body,C06H11,,National Care Issues for Society: Older People,5,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22511,SQA Awarding Body,SQA Awarding Body,C06F11,,National Care Issues for Society: Child Care,5,24,Health and Social Care,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2004,0000-00-00,0,0
22510,SQA Awarding Body,SQA Awarding Body,C06E11,,National Creative Cake Production,5,24,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22509,SQA Awarding Body,SQA Awarding Body,C06C11,,National Electrical Installation Fundamentals,5,24,Engineering,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/2003,0000-00-00,0,0
22508,SQA Awarding Body,SQA Awarding Body,C06911,,National Physics,5,24,Sciences,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22507,SQA Awarding Body,SQA Awarding Body,C06311,,National Spanish,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22506,SQA Awarding Body,SQA Awarding Body,C06211,,National Russian,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22505,SQA Awarding Body,SQA Awarding Body,C06111,,National Italian,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22504,SQA Awarding Body,SQA Awarding Body,C06011,,National German,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22503,SQA Awarding Body,SQA Awarding Body,C05911,,National French,5,24,Languages &amp; Communication,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22502,SQA Awarding Body,SQA Awarding Body,C05511,,National Managing Environmental Resources,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22501,SQA Awarding Body,SQA Awarding Body,C05111,,National Hospitality - Professional Cookery,5,24,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22500,SQA Awarding Body,SQA Awarding Body,C04911,,National Hospitality - General Operations,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22498,SQA Awarding Body,SQA Awarding Body,C04311,,National Geology,5,24,,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
22497,SQA Awarding Body,SQA Awarding Body,C03T11,,National Selling Overseas Tourist Destinations,5,24,Hospitality and Tourism,,For more info please visit SQA website www.sqa.org.uk,For more information please visit the SQA website  www.sqa.org.uk,01/08/1999,0000-00-00,0,0
